nume_judet	salariu_mediu_net	populatie	nr_someri_per_capita	nume_localitate	nume_localitate_search	tip_localitate	teritoriu
covasna	2444	226879	83.136313668	merisor	merisor$	sat	rural
covasna	2444	226879	83.136313668	micfalau	micfalau$	sat	rural
covasna	2444	226879	83.136313668	miclosoara	miclosoara$	sat	rural
covasna	2444	226879	83.136313668	moacsa	moacsa$	sat	rural
covasna	2444	226879	83.136313668	oituz	oituz$	sat	rural
covasna	2444	226879	83.136313668	ojdula	ojdula$	sat	rural
covasna	2444	226879	83.136313668	olteni	olteni$	sat	rural
covasna	2444	226879	83.136313668	ozun	ozun$	sat	rural
covasna	2444	226879	83.136313668	ozunca-bai	ozunca-bai$	sat	rural
covasna	2444	226879	83.136313668	pachia	pachia$	sat	rural
covasna	2444	226879	83.136313668	padureni	padureni$	sat	rural
covasna	2444	226879	83.136313668	papauti	papauti$	sat	rural
covasna	2444	226879	83.136313668	peteni	peteni$	sat	rural
covasna	2444	226879	83.136313668	petriceni	petriceni$	sat	rural
covasna	2444	226879	83.136313668	poian	poian$	sat	rural
covasna	2444	226879	83.136313668	racosul de sus	racosul de sus$	sat	rural
covasna	2444	226879	83.136313668	reci	reci$	sat	rural
covasna	2444	226879	83.136313668	saciova	saciova$	sat	rural
covasna	2444	226879	83.136313668	sancraiu	sancraiu$	sat	rural
covasna	2444	226879	83.136313668	santionlunca	santionlunca$	sat	rural
covasna	2444	226879	83.136313668	sanzieni	sanzieni$	sat	rural
covasna	2444	226879	83.136313668	saramas	saramas$	sat	rural
covasna	2444	226879	83.136313668	scradoasa	scradoasa$	sat	rural
covasna	2444	226879	83.136313668	sfantu gheorghe	sfantu gheorghe$	municipiu	urban
covasna	2444	226879	83.136313668	sita buzaului	sita buzaului$	sat	rural
covasna	2444	226879	83.136313668	surcea	surcea$	sat	rural
covasna	2444	226879	83.136313668	talisoara	talisoara$	sat	rural
covasna	2444	226879	83.136313668	tamasfalau	tamasfalau$	sat	rural
covasna	2444	226879	83.136313668	targu secuiesc	targu secuiesc$	municipiu	urban
covasna	2444	226879	83.136313668	telechia	telechia$	sat	rural
covasna	2444	226879	83.136313668	tufalau	tufalau$	sat	rural
covasna	2444	226879	83.136313668	turia	turia$	sat	rural
covasna	2444	226879	83.136313668	valcele	valcele$	sat	rural
covasna	2444	226879	83.136313668	valea crisului	valea crisului$	sat	rural
covasna	2444	226879	83.136313668	valea dobarlaului	valea dobarlaului$	sat	rural
covasna	2444	226879	83.136313668	valea mare	valea mare$	sat	rural
covasna	2444	226879	83.136313668	valea mica	valea mica$	sat	rural
covasna	2444	226879	83.136313668	valea scurta	valea scurta$	sat	rural
covasna	2444	226879	83.136313668	valea seaca	valea seaca$	sat	rural
covasna	2444	226879	83.136313668	valea zalanului	valea zalanului$	sat	rural
covasna	2444	226879	83.136313668	varghis	varghis$	sat	rural
covasna	2444	226879	83.136313668	zabala	zabala$	sat	rural
covasna	2444	226879	83.136313668	zabratau	zabratau$	sat	rural
covasna	2444	226879	83.136313668	zagon	zagon$	sat	rural
covasna	2444	226879	83.136313668	zalan	zalan$	sat	rural
covasna	2444	226879	83.136313668	zoltan	zoltan$	sat	rural
dambovita	2599	522195	83.4177316294	adanca	adanca$	sat	rural
dambovita	2599	522195	83.4177316294	alunis	alunis$	sat	rural
dambovita	2599	522195	83.4177316294	alunisu	alunisu$	sat	rural
dambovita	2599	522195	83.4177316294	aninoasa	aninoasa$	sat	rural
dambovita	2599	522195	83.4177316294	aninosani	aninosani$	sat	rural
dambovita	2599	522195	83.4177316294	bacesti	bacesti$	sat	rural
dambovita	2599	522195	83.4177316294	badeni	badeni$	sat	rural
dambovita	2599	522195	83.4177316294	badulesti	badulesti$	sat	rural
dambovita	2599	522195	83.4177316294	baldana	baldana$	sat	rural
dambovita	2599	522195	83.4177316294	baleni-romani	baleni-romani$	sat	rural
dambovita	2599	522195	83.4177316294	baleni-sarbi	baleni-sarbi$	sat	rural
dambovita	2599	522195	83.4177316294	balteni	balteni$	sat	rural
dambovita	2599	522195	83.4177316294	banesti	banesti$	sat	rural
dambovita	2599	522195	83.4177316294	baraceni	baraceni$	sat	rural
dambovita	2599	522195	83.4177316294	barbuceanu	barbuceanu$	sat	rural
dambovita	2599	522195	83.4177316294	barbuletu	barbuletu$	sat	rural
dambovita	2599	522195	83.4177316294	bechinesti	bechinesti$	sat	rural
dambovita	2599	522195	83.4177316294	berevoesti	berevoesti$	sat	rural
dambovita	2599	522195	83.4177316294	bezdead	bezdead$	sat	rural
dambovita	2599	522195	83.4177316294	bilciuresti	bilciuresti$	sat	rural
dambovita	2599	522195	83.4177316294	blidari	blidari$	sat	rural
dambovita	2599	522195	83.4177316294	boboci	boboci$	sat	rural
dambovita	2599	522195	83.4177316294	bolovani	bolovani$	sat	rural
dambovita	2599	522195	83.4177316294	boteni	boteni$	sat	rural
dambovita	2599	522195	83.4177316294	bradatel	bradatel$	sat	rural
dambovita	2599	522195	83.4177316294	brancoveanu	brancoveanu$	sat	rural
dambovita	2599	522195	83.4177316294	branesti	branesti$	sat	rural
dambovita	2599	522195	83.4177316294	branistea	branistea$	sat	rural
dambovita	2599	522195	83.4177316294	bratestii de jos	bratestii de jos$	sat	rural
dambovita	2599	522195	83.4177316294	brebu	brebu$	sat	rural
dambovita	2599	522195	83.4177316294	brezoaele	brezoaele$	sat	rural
dambovita	2599	522195	83.4177316294	brezoaia	brezoaia$	sat	rural
dambovita	2599	522195	83.4177316294	brosteni	brosteni$	sat	rural
dambovita	2599	522195	83.4177316294	buciumeni	buciumeni$	sat	rural
dambovita	2599	522195	83.4177316294	bucsani	bucsani$	sat	rural
dambovita	2599	522195	83.4177316294	bujoreanca	bujoreanca$	sat	rural
dambovita	2599	522195	83.4177316294	bumbuia	bumbuia$	sat	rural
dambovita	2599	522195	83.4177316294	bungetu	bungetu$	sat	rural
dambovita	2599	522195	83.4177316294	burduca	burduca$	sat	rural
dambovita	2599	522195	83.4177316294	butimanu	butimanu$	sat	rural
dambovita	2599	522195	83.4177316294	butoiu de jos	butoiu de jos$	sat	rural
dambovita	2599	522195	83.4177316294	butoiu de sus	butoiu de sus$	sat	rural
dambovita	2599	522195	83.4177316294	calugareni	calugareni$	sat	rural
dambovita	2599	522195	83.4177316294	candesti-deal	candesti-deal$	sat	rural
dambovita	2599	522195	83.4177316294	candesti-vale	candesti-vale$	sat	rural
dambovita	2599	522195	83.4177316294	caprioru	caprioru$	sat	rural
dambovita	2599	522195	83.4177316294	capsuna	capsuna$	sat	rural
dambovita	2599	522195	83.4177316294	capu coastei	capu coastei$	sat	rural
dambovita	2599	522195	83.4177316294	carlanesti	carlanesti$	sat	rural
dambovita	2599	522195	83.4177316294	catanele	catanele$	sat	rural
dambovita	2599	522195	83.4177316294	catunu	catunu$	sat	rural
dambovita	2599	522195	83.4177316294	cazaci	cazaci$	sat	rural
dambovita	2599	522195	83.4177316294	cetatuia	cetatuia$	sat	rural
dambovita	2599	522195	83.4177316294	chirca	chirca$	sat	rural
dambovita	2599	522195	83.4177316294	ciocanari	ciocanari$	sat	rural
dambovita	2599	522195	83.4177316294	ciocanesti	ciocanesti$	sat	rural
dambovita	2599	522195	83.4177316294	coada izvorului	coada izvorului$	sat	rural
dambovita	2599	522195	83.4177316294	cobiuta	cobiuta$	sat	rural
dambovita	2599	522195	83.4177316294	cocani	cocani$	sat	rural
dambovita	2599	522195	83.4177316294	cojasca	cojasca$	sat	rural
dambovita	2599	522195	83.4177316294	cojocaru	cojocaru$	sat	rural
dambovita	2599	522195	83.4177316294	cojoiu	cojoiu$	sat	rural
dambovita	2599	522195	83.4177316294	colanu	colanu$	sat	rural
dambovita	2599	522195	83.4177316294	colibasi	colibasi$	sat	rural
dambovita	2599	522195	83.4177316294	comisani	comisani$	sat	rural
dambovita	2599	522195	83.4177316294	contesti	contesti$	sat	rural
dambovita	2599	522195	83.4177316294	copaceni	copaceni$	sat	rural
dambovita	2599	522195	83.4177316294	corbii mari	corbii mari$	sat	rural
dambovita	2599	522195	83.4177316294	cornatelu	cornatelu$	sat	rural
dambovita	2599	522195	83.4177316294	cornesti	cornesti$	sat	rural
dambovita	2599	522195	83.4177316294	corni	corni$	sat	rural
dambovita	2599	522195	83.4177316294	costesti	costesti$	sat	rural
dambovita	2599	522195	83.4177316294	costestii din deal	costestii din deal$	sat	rural
dambovita	2599	522195	83.4177316294	costestii din vale	costestii din vale$	sat	rural
dambovita	2599	522195	83.4177316294	costisata	costisata$	sat	rural
dambovita	2599	522195	83.4177316294	craciunesti	craciunesti$	sat	rural
dambovita	2599	522195	83.4177316294	crangasi	crangasi$	sat	rural
dambovita	2599	522195	83.4177316294	crangurile de jos	crangurile de jos$	sat	rural
dambovita	2599	522195	83.4177316294	crangurile de sus	crangurile de sus$	sat	rural
dambovita	2599	522195	83.4177316294	cretu	cretu$	sat	rural
dambovita	2599	522195	83.4177316294	cretulesti	cretulesti$	sat	rural
dambovita	2599	522195	83.4177316294	crevedia	crevedia$	sat	rural
dambovita	2599	522195	83.4177316294	cricovu dulce	cricovu dulce$	sat	rural
dambovita	2599	522195	83.4177316294	cristeasca	cristeasca$	sat	rural
dambovita	2599	522195	83.4177316294	crivatu	crivatu$	sat	rural
dambovita	2599	522195	83.4177316294	croitori	croitori$	sat	rural
dambovita	2599	522195	83.4177316294	crovu	crovu$	sat	rural
dambovita	2599	522195	83.4177316294	cucuteni	cucuteni$	sat	rural
dambovita	2599	522195	83.4177316294	cuparu	cuparu$	sat	rural
dambovita	2599	522195	83.4177316294	cuza voda	cuza voda$	sat	rural
dambovita	2599	522195	83.4177316294	dambovicioara	dambovicioara$	sat	rural
dambovita	2599	522195	83.4177316294	darmanesti	darmanesti$	sat	rural
dambovita	2599	522195	83.4177316294	darza	darza$	sat	rural
dambovita	2599	522195	83.4177316294	dealu frumos	dealu frumos$	sat	rural
dambovita	2599	522195	83.4177316294	dealu mare	dealu mare$	sat	rural
dambovita	2599	522195	83.4177316294	decindea	decindea$	sat	rural
dambovita	2599	522195	83.4177316294	decindeni	decindeni$	sat	rural
dambovita	2599	522195	83.4177316294	dimoiu	dimoiu$	sat	rural
dambovita	2599	522195	83.4177316294	dobra	dobra$	sat	rural
dambovita	2599	522195	83.4177316294	dobresti	dobresti$	sat	rural
dambovita	2599	522195	83.4177316294	doicesti	doicesti$	sat	rural
dambovita	2599	522195	83.4177316294	dospinesti	dospinesti$	sat	rural
dambovita	2599	522195	83.4177316294	dragaesti-pamanteni	dragaesti-pamanteni$	sat	rural
dambovita	2599	522195	83.4177316294	dragaesti-ungureni	dragaesti-ungureni$	sat	rural
dambovita	2599	522195	83.4177316294	dragodana	dragodana$	sat	rural
dambovita	2599	522195	83.4177316294	dragodanesti	dragodanesti$	sat	rural
dambovita	2599	522195	83.4177316294	dragomiresti	dragomiresti$	sat	rural
dambovita	2599	522195	83.4177316294	dumbrava	dumbrava$	sat	rural
dambovita	2599	522195	83.4177316294	dupa deal	dupa deal$	sat	rural
dambovita	2599	522195	83.4177316294	fagetu	fagetu$	sat	rural
dambovita	2599	522195	83.4177316294	fantanele	fantanele$	sat	rural
dambovita	2599	522195	83.4177316294	ferestre	ferestre$	sat	rural
dambovita	2599	522195	83.4177316294	feteni	feteni$	sat	rural
dambovita	2599	522195	83.4177316294	fieni	fieni$	oras	urban
dambovita	2599	522195	83.4177316294	fierbinti	fierbinti$	sat	rural
dambovita	2599	522195	83.4177316294	finta mare	finta mare$	sat	rural
dambovita	2599	522195	83.4177316294	finta veche	finta veche$	sat	rural
dambovita	2599	522195	83.4177316294	frasin-deal	frasin-deal$	sat	rural
dambovita	2599	522195	83.4177316294	frasin-vale	frasin-vale$	sat	rural
dambovita	2599	522195	83.4177316294	frasinu	frasinu$	sat	rural
dambovita	2599	522195	83.4177316294	fusea	fusea$	sat	rural
dambovita	2599	522195	83.4177316294	gaesti	gaesti$	oras	urban
dambovita	2599	522195	83.4177316294	gamanesti	gamanesti$	sat	rural
dambovita	2599	522195	83.4177316294	garleni	garleni$	sat	rural
dambovita	2599	522195	83.4177316294	geangoesti	geangoesti$	sat	rural
dambovita	2599	522195	83.4177316294	gemenea-bratulesti	gemenea-bratulesti$	sat	rural
dambovita	2599	522195	83.4177316294	gheboaia	gheboaia$	sat	rural
dambovita	2599	522195	83.4177316294	gheboieni	gheboieni$	sat	rural
dambovita	2599	522195	83.4177316294	gherghesti	gherghesti$	sat	rural
dambovita	2599	522195	83.4177316294	gherghitesti	gherghitesti$	sat	rural
dambovita	2599	522195	83.4177316294	ghinesti	ghinesti$	sat	rural
dambovita	2599	522195	83.4177316294	ghirdoveni	ghirdoveni$	sat	rural
dambovita	2599	522195	83.4177316294	glod	glod$	sat	rural
dambovita	2599	522195	83.4177316294	glodeni	glodeni$	sat	rural
dambovita	2599	522195	83.4177316294	glogoveanu	glogoveanu$	sat	rural
dambovita	2599	522195	83.4177316294	gorgota	gorgota$	sat	rural
dambovita	2599	522195	83.4177316294	greci	greci$	sat	rural
dambovita	2599	522195	83.4177316294	grozavesti	grozavesti$	sat	rural
dambovita	2599	522195	83.4177316294	gulia	gulia$	sat	rural
dambovita	2599	522195	83.4177316294	gura barbuletului	gura barbuletului$	sat	rural
dambovita	2599	522195	83.4177316294	gura foii	gura foii$	sat	rural
dambovita	2599	522195	83.4177316294	gura ocnitei	gura ocnitei$	sat	rural
dambovita	2599	522195	83.4177316294	gura sutii	gura sutii$	sat	rural
dambovita	2599	522195	83.4177316294	gura vulcanei	gura vulcanei$	sat	rural
dambovita	2599	522195	83.4177316294	gusoiu	gusoiu$	sat	rural
dambovita	2599	522195	83.4177316294	habeni	habeni$	sat	rural
dambovita	2599	522195	83.4177316294	hagioaica	hagioaica$	sat	rural
dambovita	2599	522195	83.4177316294	hanu lui pala	hanu lui pala$	sat	rural
dambovita	2599	522195	83.4177316294	helesteu	helesteu$	sat	rural
dambovita	2599	522195	83.4177316294	hodarasti	hodarasti$	sat	rural
dambovita	2599	522195	83.4177316294	hulubesti	hulubesti$	sat	rural
dambovita	2599	522195	83.4177316294	i.l. caragiale	i.l. caragiale$	sat	rural
dambovita	2599	522195	83.4177316294	iazu	iazu$	sat	rural
dambovita	2599	522195	83.4177316294	ibrianu	ibrianu$	sat	rural
dambovita	2599	522195	83.4177316294	iedera de jos	iedera de jos$	sat	rural
dambovita	2599	522195	83.4177316294	iedera de sus	iedera de sus$	sat	rural
dambovita	2599	522195	83.4177316294	ilfoveni	ilfoveni$	sat	rural
dambovita	2599	522195	83.4177316294	ionesti	ionesti$	sat	rural
dambovita	2599	522195	83.4177316294	izvoarele	izvoarele$	sat	rural
dambovita	2599	522195	83.4177316294	izvoru	izvoru$	sat	rural
dambovita	2599	522195	83.4177316294	jugureni	jugureni$	sat	rural
dambovita	2599	522195	83.4177316294	laculete	laculete$	sat	rural
dambovita	2599	522195	83.4177316294	laculete-gara	laculete-gara$	sat	rural
dambovita	2599	522195	83.4177316294	lazuri	lazuri$	sat	rural
dambovita	2599	522195	83.4177316294	livezile	livezile$	sat	rural
dambovita	2599	522195	83.4177316294	lucianca	lucianca$	sat	rural
dambovita	2599	522195	83.4177316294	lucieni	lucieni$	sat	rural
dambovita	2599	522195	83.4177316294	ludesti	ludesti$	sat	rural
dambovita	2599	522195	83.4177316294	lunca	lunca$	sat	rural
dambovita	2599	522195	83.4177316294	lunguletu	lunguletu$	sat	rural
dambovita	2599	522195	83.4177316294	magura	magura$	sat	rural
dambovita	2599	522195	83.4177316294	malu cu flori	malu cu flori$	sat	rural
dambovita	2599	522195	83.4177316294	malu mierii	malu mierii$	sat	rural
dambovita	2599	522195	83.4177316294	manastioara	manastioara$	sat	rural
dambovita	2599	522195	83.4177316294	manastirea	manastirea$	sat	rural
dambovita	2599	522195	83.4177316294	manesti	manesti$	sat	rural
dambovita	2599	522195	83.4177316294	manga	manga$	sat	rural
dambovita	2599	522195	83.4177316294	manjina	manjina$	sat	rural
dambovita	2599	522195	83.4177316294	marcesti	marcesti$	sat	rural
dambovita	2599	522195	83.4177316294	marginenii de sus	marginenii de sus$	sat	rural
dambovita	2599	522195	83.4177316294	maruntisu	maruntisu$	sat	rural
dambovita	2599	522195	83.4177316294	matasaru	matasaru$	sat	rural
dambovita	2599	522195	83.4177316294	matraca	matraca$	sat	rural
dambovita	2599	522195	83.4177316294	meisoare	meisoare$	sat	rural
dambovita	2599	522195	83.4177316294	mereni	mereni$	sat	rural
dambovita	2599	522195	83.4177316294	merii	merii$	sat	rural
dambovita	2599	522195	83.4177316294	merisoru	merisoru$	sat	rural
dambovita	2599	522195	83.4177316294	mesteacan	mesteacan$	sat	rural
dambovita	2599	522195	83.4177316294	miclosanii mari	miclosanii mari$	sat	rural
dambovita	2599	522195	83.4177316294	miclosanii mici	miclosanii mici$	sat	rural
dambovita	2599	522195	83.4177316294	mija	mija$	sat	rural
dambovita	2599	522195	83.4177316294	milosari	milosari$	sat	rural
dambovita	2599	522195	83.4177316294	mircea voda	mircea voda$	sat	rural
dambovita	2599	522195	83.4177316294	mislea	mislea$	sat	rural
dambovita	2599	522195	83.4177316294	miulesti	miulesti$	sat	rural
dambovita	2599	522195	83.4177316294	moara din groapa	moara din groapa$	sat	rural
dambovita	2599	522195	83.4177316294	moara noua	moara noua$	sat	rural
dambovita	2599	522195	83.4177316294	mogosani	mogosani$	sat	rural
dambovita	2599	522195	83.4177316294	mogosesti	mogosesti$	sat	rural
dambovita	2599	522195	83.4177316294	moreni	moreni$	municipiu	urban
dambovita	2599	522195	83.4177316294	moroeni	moroeni$	sat	rural
dambovita	2599	522195	83.4177316294	morteni	morteni$	sat	rural
dambovita	2599	522195	83.4177316294	mosia mica	mosia mica$	sat	rural
dambovita	2599	522195	83.4177316294	motaieni	motaieni$	sat	rural
dambovita	2599	522195	83.4177316294	movila	movila$	sat	rural
dambovita	2599	522195	83.4177316294	muscel	muscel$	sat	rural
dambovita	2599	522195	83.4177316294	neajlovu	neajlovu$	sat	rural
dambovita	2599	522195	83.4177316294	nicolaesti	nicolaesti$	sat	rural
dambovita	2599	522195	83.4177316294	niculesti	niculesti$	sat	rural
dambovita	2599	522195	83.4177316294	nisipurile	nisipurile$	sat	rural
dambovita	2599	522195	83.4177316294	nucet	nucet$	sat	rural
dambovita	2599	522195	83.4177316294	ochiuri	ochiuri$	sat	rural
dambovita	2599	522195	83.4177316294	ocnita	ocnita$	sat	rural
dambovita	2599	522195	83.4177316294	odaia turcului	odaia turcului$	sat	rural
dambovita	2599	522195	83.4177316294	odobesti	odobesti$	sat	rural
dambovita	2599	522195	83.4177316294	olteni	olteni$	sat	rural
dambovita	2599	522195	83.4177316294	oncesti	oncesti$	sat	rural
dambovita	2599	522195	83.4177316294	oreasca	oreasca$	sat	rural
dambovita	2599	522195	83.4177316294	padureni	padureni$	sat	rural
dambovita	2599	522195	83.4177316294	patroaia-deal	patroaia-deal$	sat	rural
dambovita	2599	522195	83.4177316294	patroaia-vale	patroaia-vale$	sat	rural
dambovita	2599	522195	83.4177316294	persinari	persinari$	sat	rural
dambovita	2599	522195	83.4177316294	petresti	petresti$	sat	rural
dambovita	2599	522195	83.4177316294	piatra	piatra$	sat	rural
dambovita	2599	522195	83.4177316294	picior de munte	picior de munte$	sat	rural
dambovita	2599	522195	83.4177316294	pietrari	pietrari$	sat	rural
dambovita	2599	522195	83.4177316294	pietrosita	pietrosita$	sat	rural
dambovita	2599	522195	83.4177316294	pitaru	pitaru$	sat	rural
dambovita	2599	522195	83.4177316294	plopu	plopu$	sat	rural
dambovita	2599	522195	83.4177316294	podu corbencii	podu corbencii$	sat	rural
dambovita	2599	522195	83.4177316294	podu cristinii	podu cristinii$	sat	rural
dambovita	2599	522195	83.4177316294	podu rizii	podu rizii$	sat	rural
dambovita	2599	522195	83.4177316294	poiana	poiana$	sat	rural
dambovita	2599	522195	83.4177316294	poienita	poienita$	sat	rural
dambovita	2599	522195	83.4177316294	poroinica	poroinica$	sat	rural
dambovita	2599	522195	83.4177316294	postarnacu	postarnacu$	sat	rural
dambovita	2599	522195	83.4177316294	potlogeni-deal	potlogeni-deal$	sat	rural
dambovita	2599	522195	83.4177316294	potlogeni-vale	potlogeni-vale$	sat	rural
dambovita	2599	522195	83.4177316294	potlogi	potlogi$	sat	rural
dambovita	2599	522195	83.4177316294	potocelu	potocelu$	sat	rural
dambovita	2599	522195	83.4177316294	priboiu	priboiu$	sat	rural
dambovita	2599	522195	83.4177316294	produlesti	produlesti$	sat	rural
dambovita	2599	522195	83.4177316294	pucheni	pucheni$	sat	rural
dambovita	2599	522195	83.4177316294	pucioasa	pucioasa$	oras	urban
dambovita	2599	522195	83.4177316294	puntea de greci	puntea de greci$	sat	rural
dambovita	2599	522195	83.4177316294	putu cu salcie	putu cu salcie$	sat	rural
dambovita	2599	522195	83.4177316294	racari	racari$	oras	urban
dambovita	2599	522195	83.4177316294	raciu	raciu$	sat	rural
dambovita	2599	522195	83.4177316294	racovita	racovita$	sat	rural
dambovita	2599	522195	83.4177316294	ragu	ragu$	sat	rural
dambovita	2599	522195	83.4177316294	rancaciov	rancaciov$	sat	rural
dambovita	2599	522195	83.4177316294	rascaeti	rascaeti$	sat	rural
dambovita	2599	522195	83.4177316294	ratesti	ratesti$	sat	rural
dambovita	2599	522195	83.4177316294	ratoaia	ratoaia$	sat	rural
dambovita	2599	522195	83.4177316294	rau alb de jos	rau alb de jos$	sat	rural
dambovita	2599	522195	83.4177316294	rau alb de sus	rau alb de sus$	sat	rural
dambovita	2599	522195	83.4177316294	razvad	razvad$	sat	rural
dambovita	2599	522195	83.4177316294	romanesti	romanesti$	sat	rural
dambovita	2599	522195	83.4177316294	runcu	runcu$	sat	rural
dambovita	2599	522195	83.4177316294	sacueni	sacueni$	sat	rural
dambovita	2599	522195	83.4177316294	salcioara	salcioara$	sat	rural
dambovita	2599	522195	83.4177316294	salcuta	salcuta$	sat	rural
dambovita	2599	522195	83.4177316294	samurcasi	samurcasi$	sat	rural
dambovita	2599	522195	83.4177316294	saru	saru$	sat	rural
dambovita	2599	522195	83.4177316294	sateni	sateni$	sat	rural
dambovita	2599	522195	83.4177316294	satu nou	satu nou$	sat	rural
dambovita	2599	522195	83.4177316294	savesti	savesti$	sat	rural
dambovita	2599	522195	83.4177316294	scheiu de jos	scheiu de jos$	sat	rural
dambovita	2599	522195	83.4177316294	scheiu de sus	scheiu de sus$	sat	rural
dambovita	2599	522195	83.4177316294	schela	schela$	sat	rural
dambovita	2599	522195	83.4177316294	selaru	selaru$	sat	rural
dambovita	2599	522195	83.4177316294	serbaneasa	serbaneasa$	sat	rural
dambovita	2599	522195	83.4177316294	serdanu	serdanu$	sat	rural
dambovita	2599	522195	83.4177316294	silistea	silistea$	sat	rural
dambovita	2599	522195	83.4177316294	sipot	sipot$	sat	rural
dambovita	2599	522195	83.4177316294	slobozia	slobozia$	sat	rural
dambovita	2599	522195	83.4177316294	slobozia moara	slobozia moara$	sat	rural
dambovita	2599	522195	83.4177316294	sotanga	sotanga$	sat	rural
dambovita	2599	522195	83.4177316294	sperieteni	sperieteni$	sat	rural
dambovita	2599	522195	83.4177316294	statesti	statesti$	sat	rural
dambovita	2599	522195	83.4177316294	stavropolia	stavropolia$	sat	rural
dambovita	2599	522195	83.4177316294	straosti	straosti$	sat	rural
dambovita	2599	522195	83.4177316294	stratonesti	stratonesti$	sat	rural
dambovita	2599	522195	83.4177316294	stubeie tisa	stubeie tisa$	sat	rural
dambovita	2599	522195	83.4177316294	suduleni	suduleni$	sat	rural
dambovita	2599	522195	83.4177316294	sultanu	sultanu$	sat	rural
dambovita	2599	522195	83.4177316294	suseni-socetu	suseni-socetu$	sat	rural
dambovita	2599	522195	83.4177316294	suta seaca	suta seaca$	sat	rural
dambovita	2599	522195	83.4177316294	suvita	suvita$	sat	rural
dambovita	2599	522195	83.4177316294	targoviste	targoviste$	municipiu	urban
dambovita	2599	522195	83.4177316294	tartasesti	tartasesti$	sat	rural
dambovita	2599	522195	83.4177316294	tatarani	tatarani$	sat	rural
dambovita	2599	522195	83.4177316294	teis	teis$	sat	rural
dambovita	2599	522195	83.4177316294	telesti	telesti$	sat	rural
dambovita	2599	522195	83.4177316294	tetcoiu	tetcoiu$	sat	rural
dambovita	2599	522195	83.4177316294	titu	titu$	oras	urban
dambovita	2599	522195	83.4177316294	toculesti	toculesti$	sat	rural
dambovita	2599	522195	83.4177316294	tomsani	tomsani$	sat	rural
dambovita	2599	522195	83.4177316294	tunari	tunari$	sat	rural
dambovita	2599	522195	83.4177316294	udresti	udresti$	sat	rural
dambovita	2599	522195	83.4177316294	uliesti	uliesti$	sat	rural
dambovita	2599	522195	83.4177316294	ulmetu	ulmetu$	sat	rural
dambovita	2599	522195	83.4177316294	ulmi	ulmi$	sat	rural
dambovita	2599	522195	83.4177316294	ungureni	ungureni$	sat	rural
dambovita	2599	522195	83.4177316294	urseiu	urseiu$	sat	rural
dambovita	2599	522195	83.4177316294	urziceanca	urziceanca$	sat	rural
dambovita	2599	522195	83.4177316294	vacaresti	vacaresti$	sat	rural
dambovita	2599	522195	83.4177316294	vadu stanchii	vadu stanchii$	sat	rural
dambovita	2599	522195	83.4177316294	valea	valea$	sat	rural
dambovita	2599	522195	83.4177316294	valea caselor	valea caselor$	sat	rural
dambovita	2599	522195	83.4177316294	valea dadei	valea dadei$	sat	rural
dambovita	2599	522195	83.4177316294	valea larga	valea larga$	sat	rural
dambovita	2599	522195	83.4177316294	valea leurzii	valea leurzii$	sat	rural
dambovita	2599	522195	83.4177316294	valea lui dan	valea lui dan$	sat	rural
dambovita	2599	522195	83.4177316294	valea lunga-cricov	valea lunga-cricov$	sat	rural
dambovita	2599	522195	83.4177316294	valea lunga-gorgota	valea lunga-gorgota$	sat	rural
dambovita	2599	522195	83.4177316294	valea lunga-ogrea	valea lunga-ogrea$	sat	rural
dambovita	2599	522195	83.4177316294	valea mare	valea mare$	sat	rural
dambovita	2599	522195	83.4177316294	valea morii	valea morii$	sat	rural
dambovita	2599	522195	83.4177316294	valea voievozilor	valea voievozilor$	sat	rural
dambovita	2599	522195	83.4177316294	valeni-dambovita	valeni-dambovita$	sat	rural
dambovita	2599	522195	83.4177316294	varfureni	varfureni$	sat	rural
dambovita	2599	522195	83.4177316294	varfuri	varfuri$	sat	rural
dambovita	2599	522195	83.4177316294	viforata	viforata$	sat	rural
dambovita	2599	522195	83.4177316294	viisoara	viisoara$	sat	rural
dambovita	2599	522195	83.4177316294	visina	visina$	sat	rural
dambovita	2599	522195	83.4177316294	visinesti	visinesti$	sat	rural
dambovita	2599	522195	83.4177316294	vizuresti	vizuresti$	sat	rural
dambovita	2599	522195	83.4177316294	vladeni	vladeni$	sat	rural
dambovita	2599	522195	83.4177316294	vlasceni	vlasceni$	sat	rural
dambovita	2599	522195	83.4177316294	voia	voia$	sat	rural
dambovita	2599	522195	83.4177316294	voinesti	voinesti$	sat	rural
dambovita	2599	522195	83.4177316294	vulcana de sus	vulcana de sus$	sat	rural
dambovita	2599	522195	83.4177316294	vulcana-bai	vulcana-bai$	sat	rural
dambovita	2599	522195	83.4177316294	vulcana-pandele	vulcana-pandele$	sat	rural
dambovita	2599	522195	83.4177316294	vultureanca	vultureanca$	sat	rural
dambovita	2599	522195	83.4177316294	zavoiu	zavoiu$	sat	rural
dambovita	2599	522195	83.4177316294	zidurile	zidurile$	sat	rural
dolj	2971	691276	38.7616911517	adancata	adancata$	sat	rural
dolj	2971	691276	38.7616911517	afumati	afumati$	sat	rural
dolj	2971	691276	38.7616911517	albesti	albesti$	sat	rural
dolj	2971	691276	38.7616911517	almaj	almaj$	sat	rural
dolj	2971	691276	38.7616911517	almajel	almajel$	sat	rural
dolj	2971	691276	38.7616911517	amarasti	amarasti$	sat	rural
